Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of  ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
17109,NORTHWEST HOME HEALTH - HALEYVILLE,42030 HIGHWAY 195 SUITE D,HALEYVILLE,AL,35565,207,136,17.3,8.8,4,0.8,0,3.7,0,"755,811","438,897","568,235",0,15,"5,049",76,39,97,85,51,133,,0,,0,,1.96,0.19118,0.33088,0.60294,0.16176,0.45588,0.51471,0.63235,0.48529,0.48529,0.66176,,0.52941,0.13235,0.72794,0.04412,0.13971
17112,JACKSON MEDICAL CENTER HOME HEALTH,3748N COLLEGE AVENUE,JACKSON,AL,36545,392,189,16.9,9.8,3.4,0,0.1,3.7,0,"1,074,339","755,837","973,990",0.2,26,"8,596",78,77,112,146,43,136,53,0,0,0,0,1.68,0.15873,0.37566,0.2381,0.13757,0.38624,0.45503,0.22222,0.21693,0.41799,0.49206,,0.51323,0.04233,0.52381,0.02116,0.14286
17115,GADSDEN REGIONAL HOME HEALTH,301 S 4TH STREET,GADSDEN,AL,35901,457,231,18.2,8.4,4.5,2,0,3.3,0,"1,280,014","1,046,211","1,342,426",0,43,"14,015",74,87,144,173,58,198,29,,,,0,2.26,0.18182,0.24242,0.56277,0.11255,0.51515,0.61039,0.53247,0.35498,0.50216,0.65801,,0.62338,0.1039,0.69697,0.09091,0.1342
17116,IVY CREEK HOME HEALTH OF ELMORE,500 HOSPITAL DRIVE,WETUMPKA,AL,36092,707,350,19.1,8.1,5.3,0.7,0.6,4.3,0,"1,729,680","1,703,492","2,127,670",0.1,78,"22,053",79,119,231,282,68,285,59,0,,,,2.31,0.22,0.44,0.38,0.12571,0.48286,0.53143,0.36571,0.35429,0.47143,0.51429,,0.55714,0.11714,0.72857,0.06,0.13714
17117,LAKE MARTIN HOME HEALTH,729 EAST SOUTH STREET,DADEVILLE,AL,36853,"1,336",539,11.6,6.7,1.9,1,0.2,1.8,0,"2,172,830","2,550,418","3,287,159",0,154,"45,755",76,186,353,335,204,376,161,,0,0,,2.27,0.18367,0.37106,0.44898,0.10761,0.47866,0.5603,0.45455,0.30427,0.44712,0.51206,,0.64935,0.09276,,0.04824,0.13544
17118,"AMEDISYS HH, A LAWRENCE MEDICAL CENTER PARTNER","15190 COURT STREET, SUITE B",MOULTON,AL,35650,488,228,17.1,7.9,4.7,2,0.2,2.2,0.2,"1,554,342","1,137,542","1,463,961",0.1,46,"14,302",74,79,149,147,81,201,24,0,,0,,1.95,0.19298,0.32456,0.39035,0.13158,0.45175,0.57018,0.38158,0.46053,0.50439,0.71053,,0.57456,0.10965,0.69298,0.09211,0.08772
17119,HUNTSVILLE HOSPITAL HOMECARE,"500 BOULEVARD SOUTH SW, SUITE 203",HUNTSVILLE,AL,35802,"1,419","1,036",15.6,6.9,5.7,2.2,0.8,0.2,0,"8,085,209","4,133,078","4,689,565",0.1,159,"60,950",77,369,667,847,189,824,189,,,,,2.14,0.22683,0.25483,0.33012,0.16023,0.39575,0.56757,0.30212,0.32239,0.42664,0.7027,,0.49131,0.12645,0.64672,0.03378,0.1361
17121,KINDRED AT HOME,1309 ANTIOCH ROAD,ANDALUSIA,AL,36420,980,493,19.5,7.6,8.2,1.6,0.3,1.8,0,"3,470,040","2,713,973","3,521,470",0.1,69,"17,730",75,168,325,319,174,427,61,,,0,,2.01,0.2069,0.33063,0.41582,0.13387,0.46045,0.52535,0.39351,0.36714,0.49087,0.70385,,0.56998,0.14604,0.72617,0.06694,0.23327
17123,EAMC - LANIER HOME HEALTH,1806 44TH ST.,VALLEY,AL,36854,809,425,14.1,7.2,3.9,2.3,0.3,0.4,0,"4,018,181","1,915,355","2,480,471",0,80,"24,942",77,137,288,270,155,295,128,0,0,,,2.18,0.20941,0.34588,0.39765,0.15059,0.46118,0.59294,0.38588,0.24,0.51294,0.58353,,0.58824,0.08235,0.64471,0.04235,0.14588
17124,DALE MEDICAL CTR HOME HEALTH,126 HOSPITAL AVENUE,OZARK,AL,36360,352,258,20.6,9.6,6.6,0,0,4.1,0.2,"869,827","789,532","1,030,276",0.2,27,"8,830",76,83,175,163,95,198,57,,,0,,2.07,0.16279,0.36047,0.35659,0.0814,0.41473,0.52326,0.34884,0.33721,0.52326,0.63566,,0.56589,0.16279,0.62403,0.06202,0.10465
17125,KELLER HOME CARE,116 4TH AVENUE SE,RED BAY,AL,35582,"1,614",671,18.7,9.2,5.2,3.9,0.1,0.7,0.1,"9,835,139","4,127,159","5,463,343",0.1,77,"23,687",76,228,443,447,224,587,76,0,,0,,1.95,0.1997,0.29955,0.45306,0.10283,0.35768,0.47541,0.40537,0.37854,0.46051,0.67958,,0.56185,0.1237,0.7392,0.04918,0.08793
17127,SOUTH BALDWIN REGIONAL HOME HEALTH,110 ELECIA LANE,FOLEY,AL,36535,421,234,18,9.1,4.3,1.7,0.8,1.8,0.2,"1,236,480","979,737","1,244,592",1.2,38,"12,187",79,107,127,200,34,226,,,,0,,2.13,0.28632,0.32479,0.44017,0.14103,0.40171,0.47863,0.44017,0.33333,0.38034,0.61538,,0.59402,0.11111,0.56838,0.04701,0.10256
17128,MEDICAL CENTERS HOMECARE,11687 US HWY 431,GUNTERSVILLE,AL,35976,"1,578",870,18.1,7.7,6.5,2.6,0.7,0.6,0,"9,493,680","4,220,676","5,473,449",0.3,196,"58,854",75,332,538,615,255,849,11,,,0,,2.11,0.18851,0.29195,0.42184,0.11609,0.47126,0.52414,0.41494,0.34023,0.44023,0.64023,,0.53793,0.12759,0.66092,0.04598,0.16322
17129,HOMECARE OF EAST ALABAMA MEDICAL CENTER,"665 OPELIKA ROAD, SUITE 300",AUBURN,AL,36830,991,651,15.4,7,5.5,1.9,0.4,0.6,0.1,"5,346,468","2,567,929","3,185,611",0.1,121,"43,870",76,268,383,480,171,418,222,,,0,,2.3,0.21813,0.30261,0.30415,0.1321,0.43625,0.52995,0.27343,0.2596,0.45622,0.56528,,0.50845,0.10138,0.56068,0.03994,0.11828
17130,INFIRMARY HOMECARE,800 COLLEGE AVENUE,JACKSON,AL,36545,467,305,17.2,6.7,8.6,1.2,0.1,0.5,0.1,"2,677,627","1,256,948","1,632,519",0,52,"13,900",75,135,170,213,92,187,115,,0,,,1.97,0.19344,0.28852,0.32787,0.11148,0.4623,0.44918,0.29836,0.15738,0.49508,0.55082,,0.5377,0.05902,0.54426,0.02623,0.1377
17132,BROOKDALE HOME HEALTH BIRMINGHAM,"1104 2ND AVE EAST, SUITE C",ONEONTA,AL,35121,693,369,22.2,8.4,7.8,4.2,2.3,0.1,0,"2,619,885","2,419,487","2,834,906",0.4,40,"14,963",86,96,273,,,360,,0,,0,0,1.71,0.29268,0.49322,0.24661,0.1355,0.37669,0.47696,0.21951,0.46341,0.24119,0.68293,,0.47154,0.30894,0.73442,0.06775,0.13821
17134,LHC HOMECARE OF SOUTH ALABAMA,"1802 US HIGHWAY 84 WEST, SUITE A",OPP,AL,36467,"1,600",774,16.2,9,5.4,1,0.3,0.7,0,"8,489,140","3,829,492","4,961,838",0.2,137,"39,725",75,296,478,463,311,666,101,,,,,1.92,0.18088,0.31137,0.4354,0.10078,0.41085,0.48966,0.39664,0.31525,0.48837,0.64212,,0.53876,0.11886,0.67054,0.07623,0.18346
17135,COMMUNITY HOME CARE,1526 GILMER AVENUE,TALLASSEE,AL,36078,219,155,12.1,7.2,2.2,0,0.1,2.6,0,"367,161","405,311","513,502",0,32,"10,004",78,54,101,118,37,120,34,0,0,,,2.07,0.25806,0.34839,0.3871,0.09677,0.6129,0.54839,0.43871,0.27097,0.50323,0.70323,,0.59355,0.14839,0.6129,0.03871,0.20645
17136,RELIABLE HOME HEALTH,435 MEETING AVENUE,GEORGIANA,AL,36033,321,134,16.8,8.1,3.3,0,0,5.4,0,"620,024","571,595","738,413",0.2,17,"5,361",76,48,86,61,73,83,51,0,0,0,0,2.17,0.14179,0.42537,0.39552,0.08209,0.52239,0.50746,0.41791,0.27612,0.47761,0.52239,,0.55224,0.04478,0.68657,0.04478,0.1791
17138,L V STABLER MEMORIAL HOME HEALTH,"104 CAMELLIA AVENUE, SUITE B",GREENVILLE,AL,36037,391,183,16.9,9,4,2,0,1.9,0,"1,066,027","881,110","1,129,457",0.8,46,"13,785",78,58,125,117,66,121,60,0,,0,,2.07,0.22951,0.35519,0.39891,0.11475,0.46995,0.47541,0.38798,0.29508,0.47541,0.60656,,0.51913,0.11475,0.62842,0.06557,0.12568
17139,ASSOCIATES HOME HEALTH SERVICES,102 WEST CONECUH AVE,UNION SPRINGS,AL,36089,92,51,25.1,9.8,2.2,3.5,0,9.7,0,"297,526","194,698","251,990",0,,,80,14,37,33,18,17,34,0,0,0,0,2.36,0.15686,0.41176,0.35294,0.09804,0.4902,0.52941,0.35294,0.13725,0.5098,0.68627,,0.56863,0.07843,,0.09804,0.13725
17140,THE HOSPITAL HOME HEALTH,54 ROY BEALL DRIVE,LUVERNE,AL,36049,144,87,17.4,8,3.4,0,0,6,0,"229,126","273,643","352,967",0.1,,,80,24,63,63,24,79,,0,0,0,,1.58,0.1954,0.34483,0.35632,0.12644,0.42529,0.55172,0.37931,0.27586,0.37931,0.56322,,0.48276,0.17241,0.73563,0.04598,0.09195
17142,"ATMORE COMMUNITY HOME CARE, LLC","121 LINDBERG AVENUE, SUITE C",ATMORE,AL,36502,591,244,15.6,10.6,2.3,0,0.2,3.4,0.3,"1,327,363","1,029,783","1,307,067",1.8,44,"13,265",76,97,147,169,75,154,66,0,,20,,2.4,0.18852,0.36885,0.32377,0.11066,0.48361,0.46311,0.33607,0.23361,0.5,0.42213,,0.62705,0.07377,0.5,0.04098,0.12705
17143,D W MCMILLAN HOME HEALTH,114 W JACKSON STREET,BREWTON,AL,36426,676,310,17.5,9,5.8,1.1,0.9,0.6,0.1,"3,685,175","1,652,717","2,137,022",0.6,57,"16,352",76,111,199,204,106,228,78,0,,,0,1.96,0.21613,0.33226,0.33226,0.16129,0.43226,0.43226,0.32903,0.26774,0.46774,0.48387,,0.56452,0.14516,0.65484,0.06129,0.09355
17863,TUSCALOOSA COUNTY HOME CARE,2350 HARGROVE ROAD EAST,TUSCALOOSA,AL,35405,70,41,9.9,6,1.5,0.1,0,3.1,0,"172,879","142,430","172,312",0,15,"4,323",66,16,25,,,14,27,0,0,0,0,2.19,0.12195,0.19512,0.46341,0.04878,0.46341,0.5122,0.36585,0.39024,0.58537,0.5122,,0.46341,0.07317,0.5122,0.04878,0.17073
17145,ST VINCENTS HOME HEALTH OF ST CLAIR COUNTY,"2401 STEMLEY BRIDGE ROAD, SUITE 7",PELL CITY,AL,35128,"1,440",837,19.7,9.7,5.4,1.6,0.4,2.3,0.3,"4,179,529","3,816,149","4,534,633",0.3,104,"37,072",76,304,533,722,115,783,49,,,0,,2.18,0.21983,0.36918,0.42772,0.11947,0.48268,0.56631,0.39188,0.43847,0.4325,0.68339,,0.57706,0.11947,0.59976,0.07646,0.1362
17146,NORTHWEST HOME HEALTH,"711 HOSPITAL DRIVE, NE",RUSSELLVILLE,AL,35653,209,143,17.2,7.4,5.3,0,0,4.5,0,"725,797","459,201","594,847",0.1,,,75,39,104,67,76,133,,0,,0,0,1.61,0.23776,0.31469,0.3986,0.07692,0.36364,0.46154,0.38462,0.44056,0.43357,0.55245,,0.51049,0.06993,0.74126,0.06993,0.09091
17147,SOUTHERN HOME HEALTH SERVICES,"30 SAMFORD AVENUE, UNIT 36-D",OPELIKA,AL,36801,307,136,19.4,9.6,3,1.4,0.5,4.6,0.3,"872,264","685,980","848,456",1,20,"5,059",75,46,90,88,48,83,52,0,,0,,2.71,0.24265,0.25,0.38235,0.16912,0.49265,0.55147,0.375,0.27206,0.41176,0.57353,,0.65441,0.13235,0.54412,0.03676,0.10294
17148,THOMAS HOME HEATLH,"7530 PARKER ROAD, SUITE 200",FAIRHOPE,AL,36532,845,497,17.2,7.6,6.5,2.6,0.5,0.4,0.1,"5,008,229","2,205,761","2,839,347",0,88,"28,966",78,197,300,445,52,463,30,,,0,0,2.08,0.25151,0.28571,0.31992,0.12676,0.39034,0.51911,0.2837,0.28169,0.41046,0.60966,,0.57545,0.16097,0.62173,0.0503,0.15091
17149,ST VINCENT'S HOME HEALTH OF JEFFERSON COUNTY,"1400 URBAN CENTER DRIVE, SUITE 240",BIRMINGHAM,AL,35242,"2,273","1,452",17.5,9.2,4.4,1.8,0.4,1.4,0.2,"5,893,436","5,958,942","6,978,330",0.2,198,"72,182",78,512,940,"1,263",189,"1,081",353,,,0,,2.29,0.23416,0.35262,0.33747,0.14669,0.42287,0.58058,0.30647,0.39876,0.43113,0.68939,,0.53926,0.14807,0.61501,0.06129,0.12603
17151,KINDRED AT HOME,1328 GREENBRIER-DEAR ROAD,ANNISTON,AL,36207,924,533,19.9,8.7,7.5,1.2,0.2,2.1,0.2,"3,318,934","2,329,763","3,064,978",0.1,82,"23,902",75,191,342,397,136,455,69,,,0,,2.15,0.20826,0.36961,0.41839,0.1182,0.48218,0.54597,0.39212,0.32833,0.46154,0.64353,,0.63227,0.1182,0.69981,0.0469,0.14259
17152,GENTIVA HEALTH SERVICES,1025 FORT WILLIAMS,SYLACAUGA,AL,35150,527,285,23.1,7.2,9.8,2.3,0.2,3.5,0,"2,114,926","1,588,436","2,009,945",0.1,21,"7,000",76,112,173,228,57,241,42,0,0,,,2.28,0.21404,0.30526,0.33684,0.12982,0.41754,0.5614,0.32632,0.32982,0.44211,0.67018,,0.53333,0.0807,0.64211,0.0386,0.14386
17153,COMFORT CARE HOME HEALTH OF ALABASTER,"1140 1ST STREET N, STE 200",ALABASTER,AL,35007,"2,914","1,702",17,8.2,5.3,2.2,0.7,0.6,0.1,"16,005,788","8,163,517","9,633,827",0.1,297,"108,423",76,624,"1,078","1,376",326,"1,295",385,,,0,,2.28,0.17626,0.38954,0.34665,0.12926,0.40541,0.58343,0.31904,0.41422,0.44771,0.63631,,0.51528,0.15746,0.62515,0.08637,0.11927
17154,AMEDISYS HOME HEALTH,"4735 NORREL DRIVE, SUITE 125",TRUSSVILLE,AL,35173,423,307,19,7.9,6.2,2.4,0.5,1.9,0.2,"1,529,575","1,207,091","1,415,927",0.3,48,"17,741",76,110,197,275,32,242,56,,,0,,2.1,0.20521,0.29316,0.31596,0.14007,0.39088,0.58958,0.27362,0.36808,0.46254,0.6873,,0.50814,0.15635,0.62541,0.0456,0.10749
17155,ALACARE HOME HEALTH & HOSPICE (MOBILE),6333 COTTAGE HILL ROAD,MOBILE,AL,36609,379,214,18.1,9.9,3.8,1.8,0.3,2,0.2,"1,051,587","908,143","1,154,190",1.2,55,"16,895",75,75,139,172,42,136,72,,,0,,2.27,0.18224,0.38318,0.33645,0.13084,0.38785,0.54673,0.30841,0.32243,0.3972,0.63551,,0.57477,0.10748,0.56542,0.0514,0.12617
17156,BAPTIST CITIZENS HOME HEALTH CARE,604 STONE AVENUE,TALLADEGA,AL,35160,271,189,22.6,8.9,10.2,0,0.1,3.3,0.2,"1,022,640","775,690","1,006,108",0,13,"4,890",73,55,134,119,70,133,55,0,,0,,1.99,0.19577,0.2963,0.32804,0.14286,0.36508,0.46561,0.32275,0.33862,0.45503,0.60317,,0.4709,0.07937,0.60317,0.06349,0.12698
17157,AMEDISYS HOME HEALTH OF OPELIKA,"3320 SKYWAY DRIVE, SUITE 804",OPELIKA,AL,36801,429,322,17.7,7.7,3.3,2.6,1.1,2.4,0.6,"1,415,459","1,046,277","1,282,873",0.3,60,"18,722",77,110,212,244,78,207,110,,,0,,2.15,0.16149,0.37578,0.2795,0.12733,0.39752,0.50621,0.26708,0.29503,0.48137,0.60559,,0.5,0.10248,0.6087,0.08696,0.14596
17158,AMEDISYS HOME HEALTH OF FORT PAYNE,501 GREENHILL BLVD SUITE 150,FORT PAYNE,AL,35967,"1,186",607,17.8,8.3,4.6,2.4,0.5,1.4,0.6,"4,096,428","2,840,803","3,684,171",0.1,81,"23,227",75,208,399,387,220,587,13,0,,0,,1.92,0.17628,0.32125,0.37232,0.11203,0.39703,0.50247,0.36244,0.38221,0.51236,0.57825,,0.5486,0.11367,0.62768,0.08072,0.12521
17159,AMEDISYS HOME HEALTH,2560 COUNTY ROAD 112,DOTHAN,AL,36303,716,408,18.6,7.5,7,2.1,0.8,1.3,0,"2,571,588","1,849,922","2,431,006",0.1,86,"25,455",72,166,242,241,167,287,113,,,0,0,2.65,0.19608,0.34314,0.3652,0.13725,0.45343,0.51961,0.32353,0.41912,0.49755,0.65196,,0.52696,0.11029,0.66422,0.12745,0.13725
17160,ENCOMPASS HOME HEALTH OF ALABAMA,"2002 35TH STREET, SUITE D",VALLEY,AL,36854,673,323,17.9,7.5,5.6,3.2,0.9,0.6,0.1,"2,654,464","1,899,655","2,386,679",0.1,31,"9,368",75,125,198,229,94,233,86,,,0,,1.93,0.1548,0.34365,0.34056,0.09598,0.35294,0.48607,0.31269,0.36533,0.47368,0.57585,,0.50464,0.10526,0.67492,0.08669,0.12074
17161,GENTIVA HEALTH SERVICES,"7067 OLD MADISON PIKE NW, SUITE 105",HUNTSVILLE,AL,35806,"1,549",843,21.4,8.5,7,3.7,0.5,1.6,0.1,"6,203,949","5,024,601","5,665,252",0.6,156,"53,830",80,292,551,694,149,677,152,,,0,,2.19,0.20047,0.44721,0.30249,0.14353,0.38671,0.57533,0.27284,0.37367,0.43772,0.62633,,0.4745,0.172,0.65362,0.05219,0.13049
17163,AMEDISYS HOME HEALTH OF MONROEVILLE,15 MAYFIELD STREET,MONROEVILLE,AL,36460,640,275,14.8,7.9,2.9,1.1,1,1.9,0,"1,743,305","1,316,669","1,708,498",0,42,"13,318",73,116,159,152,123,123,150,,0,,0,1.92,0.18545,0.25455,0.38182,0.09818,0.44727,0.47636,0.39273,0.2,0.54909,0.50545,,0.51273,0.05818,0.69091,0.04727,0.17818
17164,KINDRED AT HOME,2740 HEADLAND AVE,DOTHAN,AL,36303,"1,690","1,021",20.5,7.9,8.8,2,0.3,1.4,0.1,"6,354,032","4,737,739","6,327,681",0.3,117,"32,488",77,355,666,688,333,777,229,0,,,,2.16,0.22625,0.36435,0.32419,0.14398,0.39471,0.48972,0.28893,0.37512,0.45739,0.68952,,0.53771,0.20568,0.71401,0.06562,0.16161
17165,AMEDISYS HOME HEALTH OF FLORENCE,"412 S COURT STREET, SUITE 403",FLORENCE,AL,35630,"1,215",624,20.8,8.4,6.9,2.5,0.8,2,0.4,"4,823,741","3,151,003","4,229,712",0.7,77,"23,679",77,213,411,435,189,554,65,0,,0,,2.14,0.22276,0.42468,0.42628,0.13301,0.42308,0.47596,0.41186,0.4391,0.4359,0.66667,,0.54167,0.17308,0.65385,0.09455,0.10096
17166,GENTIVA HEALTH SERVICES,118 6TH STREET SOUTH,CLANTON,AL,35045,463,254,21.5,6,9.4,2.8,0.3,3,0,"1,776,102","1,520,115","1,791,297",0.2,36,"11,032",75,87,167,213,41,220,30,,,0,0,2.19,0.21654,0.2874,0.35039,0.14961,0.41732,0.61024,0.3189,0.37402,0.43701,0.64173,,0.56299,0.12598,0.65354,0.06693,0.12598
17167,GENTIVA HEALTH SERVICES,3319 DR JOHN HAYNES DRIVE SUITE 4,PELL CITY,AL,35125,303,199,21.2,8,7.8,3.7,0.4,1.3,0,"1,181,895","939,245","1,112,670",0.1,15,"4,848",76,68,131,177,22,176,20,,,0,,2.3,0.20101,0.44221,0.34673,0.07538,0.46231,0.54774,0.32161,0.38191,0.44724,0.66834,,0.58794,0.12563,0.56784,0.09045,0.1608
17168,KINDRED AT HOME,824 WESTERN AMERICA DRIVE,MOBILE,AL,36609,"1,509",832,18.1,7.8,6.3,2.4,0.4,1,0.2,"5,047,902","4,067,350","5,216,867",0,99,"29,210",78,292,540,683,149,613,205,,,0,,2.09,0.24038,0.38822,0.30048,0.11178,0.4399,0.52764,0.27404,0.28245,0.40144,0.65024,,0.56971,0.15865,0.57692,0.04808,0.14423
17169,CV HOME HEALTH SERVICES,17035 HWY 11 NORTH,VANCE,AL,35490,65,24,11.4,9,0.6,0,0,1.9,0,"105,570","114,328","133,802",0,,,65,,,13,11,,16,0,0,0,,2.96,0.04167,0.33333,0.29167,0.04167,0.41667,0.66667,0.25,0.45833,0.54167,0.5,,0.5,0.04167,0.41667,0.08333,0.125
17170,GENTIVA HEALTH SERVICES,1458 JONES DAIRY ROAD SUITE 100,JASPER,AL,35501,779,456,19.1,6.5,6.8,3.5,0.2,2,0.1,"2,709,153","2,396,918","2,863,482",0,78,"26,829",76,151,305,360,96,431,21,0,0,,,2.23,0.1886,0.36623,0.38158,0.12939,0.47588,0.5614,0.37061,0.37719,0.52632,0.65132,,0.54605,0.19298,0.67544,0.07675,0.09868
17171,GENTIVA HEALTH SERVICES,"1015 1ST STREET, SW, SUITE A",CULLMAN,AL,35055,695,404,19.5,7.8,7.5,1.8,0.8,1.3,0.2,"2,483,217","1,898,433","2,447,609",0.1,51,"14,282",78,146,258,325,79,398,,0,,0,,2,0.2005,0.42327,0.32673,0.10644,0.54455,0.46535,0.30693,0.35644,0.39604,0.62871,,0.54208,0.16584,0.61386,0.06931,0.12129
17172,"WOODLAND HOME HEALTH SERVICES CRMC, LLC",1910 CHEROKEE AVENUE SW,CULLMAN,AL,35055,707,402,21.1,7.7,6.2,5.2,0.9,1.1,0,"4,808,117","2,119,761","2,697,974",0.3,98,"30,321",77,148,254,301,101,389,12,0,0,,,1.93,0.1791,0.41542,0.37811,0.13184,0.47761,0.51493,0.37065,0.4005,0.49005,0.64925,,0.49005,0.13184,0.65672,0.08209,0.08458
17174,ULTRA CARE OF ETOWAH COUNTY,"100 MEDICAL CENTER DRIVE, SUITE 306",GADSDEN,AL,35903,224,99,14.9,8.2,4.2,1.2,0.2,1,0,"556,941","501,817","643,005",0,,,74,37,62,67,32,77,22,0,0,0,0,2.54,0.17172,0.26263,0.48485,0.15152,0.41414,0.55556,0.44444,0.44444,0.52525,0.59596,,0.64646,0.14141,,0.07071,0.12121
17175,BROOKWOOD HOME HEALTH LLC,525 BROOKWOOD BLVD,HOMEWOOD,AL,35209,189,171,14.3,5.5,6.4,1.5,0.3,0.5,0.1,"531,908","503,547","591,630",0,54,"22,366",77,66,105,153,18,120,50,,0,0,,2.09,0.25731,0.26316,0.31579,0.23977,0.45614,0.53216,0.29825,0.34503,0.40936,0.70175,,0.59649,0.16374,0.68421,0.04678,0.12281
17176,ACE HOME HEALTH CARE,"7017 WALL TRIANA HIGHWAY, SUITE C",MADISON,AL,35757,328,214,20,6.8,7.5,4.2,0.3,1.2,0,"1,494,196","1,072,481","1,228,047",0,20,"8,118",75,82,132,170,44,139,69,,,0,,2.34,0.20093,0.2757,0.30374,0.14486,0.42523,0.57477,0.30374,0.33178,0.46729,0.73364,,0.51869,0.10748,0.66355,0.04206,0.15421
17177,"SHOALS HOME SERVICES, LLC",1114 BRADSHAW DRIVE,FLORENCE,AL,35630,424,233,19.8,8.3,5.6,3.2,0.3,2.1,0.3,"1,264,901","1,068,182","1,433,110",0.4,32,"8,961",78,105,128,175,58,201,31,0,0,,,2.17,0.23176,0.34764,0.40343,0.12446,0.44635,0.52361,0.39914,0.41202,0.49356,0.69528,,0.55794,0.16309,0.6309,0.03863,0.15021
17178,"PROHEALTH OF NORTHEAST ALABAMA, LLC","1496 CHESTNUT BYP, UNIT D",CENTRE,AL,35960,111,86,23,6.8,8,4.3,0.4,3.5,0.1,"385,550","315,844","406,312",0.2,,,77,29,57,67,19,78,,0,0,0,,1.95,0.12791,0.2907,0.51163,0.17442,0.4186,0.68605,0.47674,0.37209,0.39535,0.73256,,0.51163,0.12791,0.66279,0.04651,0.09302
17179,"PROHEALTH OF NORTH CENTRAL ALABAMA, LLC",923 2ND E AVENUE,ONEONTA,AL,35121,127,96,20.1,6.6,6.2,3.5,0.6,3.1,0.1,"388,289","362,879","430,256",0.3,,,78,33,63,83,13,79,16,0,0,,,1.98,0.28125,0.34375,0.28125,0.10417,0.44792,0.55208,0.26042,0.40625,0.44792,0.70833,,0.51042,0.1875,0.60417,0.05208,0.27083
17180,"PROHEALTH-GULF COAST, LLC",105B LOTTIE LANE,FAIRHOPE,AL,36532,139,85,19.9,5.1,9.2,4.6,0.2,0.7,0,"414,346","426,194","546,148",0.4,,,84,30,55,,,82,0,0,0,,,1.74,0.18824,0.68235,0.21176,0.12941,0.38824,0.38824,0.23529,0.48235,0.22353,0.50588,,0.50588,0.15294,0.67059,0.09412,0.14118
17182,FIVE POINTS HOME HEALTH,"100 CONCOURSE PARKWAY, SUITE 120",HOOVER,AL,35244,13,12,21.5,8.8,7.5,4.9,0,0.1,0.2,"50,220","44,612","52,460",0,,,78,,,,,,,0,0,0,0,1.96,0.16667,0.33333,0.25,0,0.66667,0.66667,0.25,0.25,0.33333,0.66667,,0.5,0.08333,,0.08333,0.16667
17300,AMEDISYS HOME HEALTH OF TUSCALOOSA,"1300  MCFARLAND BOULEVARD NORTHEAST, SUITE 320",TUSCALOOSA,AL,35406,"3,238","1,689",19.5,7.7,6.8,1.4,0.9,2.6,0.1,"11,676,550","9,143,052","10,929,264",0.1,399,"130,794",76,596,"1,093","1,291",398,"1,383",297,,,,,2.09,0.20841,0.38544,0.37951,0.13381,0.39728,0.49793,0.35465,0.41859,0.43221,0.67851,,0.49793,0.14802,0.71995,0.10835,0.12433
17305,AMEDISYS HOME HEALTH OF ANNISTON,"171 TOWN CENTER DR, SUITE MPS-4",ANNISTON,AL,36205,"4,263","2,264",20.6,8.5,5.3,3,1,2.1,0.7,"16,950,637","11,210,426","14,477,124",0.4,450,"143,628",76,743,"1,521","1,584",680,"1,861",381,,,,,2.18,0.16652,0.38604,0.40459,0.10689,0.43242,0.52871,0.38604,0.39046,0.48719,0.625,,0.59496,0.11572,0.66784,0.10777,0.10998
17307,GENTIVA HEALTH SERVICES,"5009 RIVER CHASE DRIVE, BLDG 100, SUITE D",PHENIX CITY,AL,36867,681,466,18.4,6.5,5.9,3.2,0.6,2,0.2,"1,885,711","2,006,795","2,405,285",-0.1,78,"26,620",77,161,305,350,116,324,137,,,0,,2.21,0.1824,0.36266,0.32403,0.13305,0.39485,0.54936,0.28326,0.32618,0.49571,0.66309,,0.53004,0.09442,0.64592,0.06438,0.15665
